楼房名称,价格（套/万元）,单价（元/m2）,地址,房间样式,房间规模（m2）,楼层规模
大学城品质小区，百米楼间距，精装修，四房，诚意出售,106,7457,城置公园龙湾 ,4室2厅 ,142.16, 低楼层
东城景苑，精装修，满两年，诚心出售,88,10000,东城景苑 ,3室2厅 ,88, 高楼层
急售 开发区东城江南精装修别墅拎包入住,460,19167,东城江南 ,4室2厅 ,240, 1层  
翔宇大道旁   东湖怡景苑 6室2厅2卫,120,6973,东湖怡景苑 ,6室2厅 ,172.11, 高楼层
户型方正，环境优美，随时可以看房。,90,9678,丰球润园 ,3室1厅 ,93, 中楼层
南洋花园2室 有车库 有阁楼 采光充足 交通方便,90,9725,南洋花园 ,2室1厅 ,92.55, 高楼层
楚港兴市花苑小区 3室2厅 92万,92,7077,楚港兴市花苑小区 ,3室2厅 ,130, 高楼层
阳光花园三房 采光充足 视野宽阔,95,8408,阳光花园 ,3室2厅 ,113, 高楼层
翔宇花园 实惠四房 好楼层 采光好 纯边户,99.8,7129,翔宇花园 ,4室2厅 ,140, 中楼层
东城江南3层别墅8室3厅毛坯看房方便,570,10556,东城江南 ,8室3厅 ,540, 低楼层
开发区东湖翠景苑3室2厅简单装修看房方便,97.8,7410,东湖翠景苑 ,3室2厅 ,132, 中楼层
中鑫上城简单装修 万达广场商圈,105,7778,中鑫上城 ,4室2厅 ,135, 中楼层
翔宇大道旁东城江南大别墅精装修大院子,600,15958,东城江南 ,8室3厅 ,376, 低楼层
多瑙河采光好，视野开阔，交通方便。,93,8368,多瑙河国际公寓 ,3室2厅 ,111.14, 高楼层
淮海路旁大运河畔海润枫景倾情出售,95,8963,海润枫景佳苑 ,3室2厅 ,106, 高楼层
大湖城邦 二室朝阳 户型好 精装修,91,8157,大湖城邦 ,3室2厅 ,111.57, 中楼层
户型方正，环境优美，随时可以看房。,350,13258,白鹭湖庄园丰球檀香园一期 ,5室2厅 ,264, 3层  
新世纪花园  中等装修  满五不唯一,128,10159,新城市花园 ,3室2厅 ,126, 中楼层
国华御景园 小区大 人气旺 户型好,115,10088,国华御锦园 ,3室2厅 ,114, 高楼层
金佳园6楼带外置阁楼 三房 采光充足,130,11593,金佳园 ,3室2厅 ,112.14, 高楼层
此房楼层好，视野开阔，采光刺眼，配套完善,175,11438,亿力未来城 ,4室2厅 ,153, 低楼层
帝景豪庭三房 采光充足 视野宽阔,122,9173,世邦帝景豪庭 ,3室2厅 ,133, 中楼层
三民小区多层四楼二卫的房子出售,92,7604,三民小区 ,3室2厅 ,121, 中楼层
水韵天成银杏苑  毛坯房 不满2年,155,12593,水韵天成银杏苑 ,3室2厅 ,123.09, 低楼层
康城明珠复式两层 采光充足 视野宽阔,320,13914,康城明珠北区 ,4室2厅 ,230, 高楼层
阳光花园多层5楼带阁楼，阁楼最矮处两米二 采光无遮,100,10257,阳光花园 ,3室2厅 ,97.5, 高楼层
迎春嘉园简单装修四房 采光充足 视野宽阔,193,9191,迎春嘉园 ,4室2厅 ,210, 高楼层
旺旺家缘精装修104平方90万楼层好,90,8654,旺旺家缘 ,2室2厅 ,104, 中楼层
富淮园多层4楼 采光充足 双阳台 视野宽阔,200,13496,富淮园 ,4室2厅 ,148.2, 中楼层
迎宾小区3室 有车库 有阁楼 采光充足 位置好,122,8190,迎宾花园小区 ,3室2厅 ,148.98, 高楼层
新港小区3室 有车库 好楼层 采光充足 交通便利,81,7459,新港小区 ,3室2厅 ,108.6, 中楼层
化工2村，小区配套齐全，适合养老。,50,7353,化工二村 ,3室1厅 ,68, 低楼层
户型方正，环境优美，随时可以看房。,90,6924,翠湖一号 ,3室2厅 ,130, 高楼层
精装修，家具家电均为品牌，超大阳台，诚意出售,145,10387,融侨·华府 ,4室2厅 ,139.6, 中楼层
中南世纪城 上生态新城 环境优美 景观楼层 诚心出售,99,9397,中南世纪城 ,3室2厅 ,105.36, 高楼层
此房通透格局，装修好，楼层好，视野宽阔，采光充足,122,13786,东冠逸轩 ,3室2厅 ,88.5, 低楼层
都市花园  地理位置优越  物业设施完善,78,7223,淮安生态新城都市花园 ,3室2厅 ,108, 中楼层
阳光苑多层1楼 楼层好 带车库,150,16305,阳光苑 ,2室2厅 ,92, 低楼层
华谊星河两房精装出售，对 面万达，房主急售。,92.5,9241,華誼星河 ,2室2厅 ,100.1, 中楼层
万达商圈 精致三房 中间位置 拎包入住 采光无遮挡,126,9522,温州花苑(清江浦区) ,3室2厅 ,132.33, 高楼层
玖珑湾南国际商城  九龙汇广场   小区绿化环境好,132,10560,玖珑湾 ,3室2厅 ,125, 高楼层
德汇公馆 4室2厅 132万,132,10313,德汇公馆 ,4室2厅 ,128, 高楼层
中交香槟国际 2室2厅 80万,80,10527,中交香槟国际 ,2室2厅 ,76, 高楼层
帝景豪庭三房 采光充足 视野宽阔,90,8911,世邦帝景豪庭 ,2室2厅 ,101, 高楼层
国华御锦园三房精装修满2年拎包即住家具家电齐全！,118,10610,国华御锦园 ,3室2厅 ,111.22, 中楼层
老城区，西大街内，清宴小区，啥都方便！,180,16144,清晏小区 ,3室2厅 ,111.5, 高楼层
此房源，采光好，房屋格局分明，视野开阔,96,9519,亿丰时代广场 ,3室2厅 ,100.86, 高楼层
东大院四区 采光充足 视野宽阔,167,21974,东大院四区 ,2室1厅 ,76, 高楼层
精装修三室，户型方正，采光好，看房方便,138,10616,淮海购物广场小区 ,3室2厅 ,130, 中楼层
盛祥苑1楼 带平地车库 三室朝阳 采光佳,120,9449,盛祥苑 ,3室2厅 ,127, 低楼层
黄河花园多层3楼三房 采光佳 无遮挡,80,9303,黄河花园十七地块 ,3室1厅 ,86, 中楼层
阳光花园 大润发商圈 二附 小 可用 满两年 楼层好,90,8257,阳光花园 ,3室2厅 ,109, 中楼层
丹桂苑金鹰商圈 满两年带车库 交通便利实用性强诚售！,140,10295,丹桂苑 ,4室2厅 ,136, 中楼层
金碧湖畔多层2楼 采光充足 无遮挡,138.8,10366,金碧湖畔 ,3室2厅 ,133.9, 低楼层
中天虹桥两房 采光充足 视野宽阔,156.8,16307,中天虹桥花园 ,2室2厅 ,96.16, 高楼层
前进小群采光好视野开阔交通方便。,78,9398,前进小区一区 ,3室2厅 ,83, 低楼层
香缇豪庭2室精装修 位置好 交通便利 配套设施齐全,71,8318,香缇豪庭 ,2室2厅 ,85.36, 中楼层
翔宇大道边  精装修 提包入住  业主诚心出售,103,8620,丰泰东方康桥 ,3室2厅 ,119.5, 高楼层
鼎立香榭丽南区 2室2厅 精装修,80,7452,鼎立香榭丽花苑南区 ,2室2厅 ,107.36, 中楼层
东方花园 3室2厅 140万,140,11667,东方花园 ,3室2厅 ,120, 高楼层
银都商城 精装修三室 高层 楚秀园,120,8334,银都商城 ,3室2厅 ,144, 高楼层
樱花小区 双阳台 采光充足 带轿车库,120,8498,樱花小区 ,3室2厅 ,141.22, 高楼层
丽都花苑精装修，拎包入住，随时看房。,93,8158,丽都花苑 ,3室2厅 ,114, 高楼层
鼎立香榭丽  2室2厅 精装修 拎包入住,75,7247,鼎立香榭丽花苑南区 ,2室2厅 ,103.5, 高楼层
东城江南 联排别墅 大院子 373平毛坯,522,13995,东城江南 ,4室2厅 ,373, 3层  
业主诚心出售，看房方便，看好价格可以适量谈点,78,8769,福晟钱隆城 ,3室2厅 ,88.95, 高楼层
东方凯旋城 3室2厅 精装修 拎包入住,85,7457,东方凯旋城 ,3室2厅 ,114, 低楼层
观景房 樱花小区4层洋房3室 好楼层2楼 有车库 采光好,110,9893,樱花小区 ,3室2厅 ,111.19, 中楼层
亿丰时代广场大三房楼层美丽户型方正,110,8777,亿丰时代广场 ,3室2厅 ,125.33, 低楼层
黄河花园八组团精装修大三房多层公摊少,128,9258,黄河花园8组团 ,3室2厅 ,138.26, 低楼层
万达商圈 文府佳苑 位置好 好楼层 采光无遮挡,85,7399,文府佳苑 ,3室1厅 ,114.89, 中楼层
此房满五唯一 精装  环境优美  交通便利,90,8738,金榜花园 ,3室1厅 ,103, 高楼层
精装修，拎包入住，直视深林公园，隔壁吾悦广场,180,11326,星雨华府(淮安区) ,4室2厅 ,158.93, 中楼层
中南世纪城 经典2房 精装修 满两年,90,10527,中南世纪城 ,2室2厅 ,85.5, 高楼层
东方希尔顿 精装3房老证税少 交通方便,127,9203,东方希尔顿 ,3室2厅 ,138, 高楼层
东方豪城 精装修 3室2厅1卫,75,8674,东方豪城 ,3室2厅 ,86.47, 高楼层
急售  城开御园  东边户！3室2厅一厨2卫,73,6540,城开御园二期 ,3室2厅 ,111.63, 低楼层
天山华庭 两室朝阳 楼层好 采光充足,182,14331,天山华庭 ,3室2厅 ,127, 中楼层
城南精品多层四房，中间楼层，毛坯房,100,7519,中央华府 ,4室2厅 ,133, 中楼层
钱隆御景全新精装修3房前后双阳台,95,8190,力天健康城 ,3室2厅 ,116, 低楼层
交通便利，周 边购物超市，餐饮娱乐多。,86,7414,东湖望景苑 ,3室2厅 ,116, 高楼层
出售淮中旁 富春花园1楼适合老人居中,155,10164,富春花园 ,4室2厅 ,152.5, 低楼层
淮中旁富春花园6楼采光刺眼看房方便,111,8880,富春花园 ,3室2厅 ,125, 高楼层
光辉乾城3室 好楼层采光充足 户型好 位置好交通方便,118,11133,联众光辉乾城 ,3室2厅 ,106, 中楼层
淮州宾馆宿舍标准三方满五唯一懂的来,140,15462,淮州宾馆宿舍 ,3室2厅 ,90.55, 高楼层
清城美墅 5室2厅 295万,295,10279,清城美墅 ,5室2厅 ,287, 4层  
盐河东街6号原糖厂宿舍 装修好三房 盐河边环境好,85,8674,盐河东街6号 ,3室2厅 ,98, 高楼层
金泽花苑精装大三房 南北通透  位置好，拎包入住,88,6822,金泽花苑 ,3室2厅 ,129, 高楼层
书香门第，地理位置好，位于淮中西侧,95,8483,书香门第 ,3室2厅 ,112, 高楼层
户型方正，环境优美，随时可以看房。,78,8574,翠湖一号 ,2室2厅 ,90.98, 低楼层
楚秀园盼旁金伦汇景园边户好楼层精致3房低 总 价急售,116,9598,金伦汇锦园 ,3室2厅 ,120.86, 中楼层
翡翠城 精装四房 老证税少 拎包入住 有车位 库,120,8665,翡翠城花园 ,4室2厅 ,138.5, 中楼层
欣明文锦城 品质小区 环境优美 房东诚心出售,126,9167,文锦城锦苑 ,4室2厅 ,137.45, 高楼层
国贸大厦 精装修三室 新亚商圈,128,12488,国贸大厦 ,3室1厅 ,102.5, 高楼层
天和豪庭小区中间，两房朝南，采光无遮挡，看房方便。,70,7744,天和豪庭 ,2室2厅 ,90.4, 中楼层
金辉天鹅湾 精装三房 大润发商圈 盐河边 环境优美,90,9783,金辉天鹅湾 ,3室2厅 ,92, 低楼层
樱花小区3室 有车库 采光充足 交通便利 位置好,120,9375,樱花小区 ,3室2厅 ,128, 高楼层
瑞祥花苑 3室2厅 116万,116,10176,瑞祥花苑 ,3室2厅 ,114, 低楼层
上下复式 中式装修 带地暖 全红木家具 大品牌家电,198,9470,世纪佳苑 ,5室2厅 ,209.1, 高楼层
黄河花园采光好视野开阔交通方便,84.8,9529,黄河花园七组团 ,3室2厅 ,89, 低楼层
新天地荣府精装修三房采光充足视野开阔,120,11617,新天地荣府 ,3室1厅 ,103.3, 高楼层
国联.南惠佳园 3室2厅 65万,65,5556,国联.南惠佳园 ,3室2厅 ,117, 低楼层
清中宿舍 2室2厅 128.8万,128.8,18400,清中宿舍 ,2室2厅 ,70, 低楼层
樱花小区2室 有车库 税点低 采光充足 交通方便,82,9112,樱花小区 ,2室2厅 ,90, 高楼层
老证，楼层采光好视野开阔，采光好，随时看,121.5,7994,淮上人家 ,4室2厅 ,152, 高楼层
房东诚心卖 精致三房 采光全天无遮挡 业主急售,118,8873,樱花小区 ,3室2厅 ,133, 中楼层
怡景园小区，配套成熟，两房精装，拧包即住。,75,8065,怡景园 ,2室2厅 ,93, 中楼层
市级机关北院生活区精装修电梯两房,180,18368,市级机关北院生活区 ,2室2厅 ,98, 中楼层
永辉超市 南丹桂苑大户型采光充足视野开阔,141,10315,丹桂苑 ,6室2厅 ,136.7, 高楼层
叶语香澜独栋别墅 4层6室毛坯房 有院子 环境优美,358,10849,叶语香澜 ,6室3厅 ,330, 1层  
鼎立香榭丽 一二叠加 有院子 毛坯随意装,202,10386,鼎立香榭丽花苑 ,5室2厅 ,194.5, 低楼层
四季金辉 3室2厅 116万,116,9667,四季金辉 ,3室2厅 ,120, 低楼层
房主诚心出售。满五唯一。采光充足。拎包入住,93,8962,金碧湖畔 ,2室1厅 ,103.78, 中楼层
精装修三房 采光无遮挡 满五年唯一 拎包入住 急售,128,9553,国华御锦园 ,3室2厅 ,134, 高楼层
水韵天成银杏院一楼 硬装已做好 方形方正,260,14690,水韵天成银杏苑 ,4室2厅 ,177, 低楼层
香格里拉B区 4室2厅 168万,168,11901,香格里拉B区 ,4室2厅 ,141.17, 中楼层
黄河花园2室精装修 有车库 位置好 交通便利 采光好,74,9250,黄河花园十七地块 ,2室2厅 ,80, 高楼层
东城一品 3室1厅 73万,73,7526,东城一品 ,3室1厅 ,97, 高楼层
黄元小区4室 好楼层3楼 有车库 采光充足 交通方便,86,6826,黄元社区 ,4室2厅 ,126, 中楼层
御景城，老证，精装修，拎包即住，采光好，地段好,125,10050,御景城 ,3室2厅 ,124.39, 高楼层
恒大名都一期精装修 满2年 环境优雅 价格美丽,115,7372,淮安恒大名都 ,4室2厅 ,156, 低楼层
简单装修，拎包即住，出行便利，周 边配套设施齐全,94,7834,翔宇花园 ,3室2厅 ,120, 高楼层
海棠广场 淮 外学--位房子 毛坯三房,126,11105,翔宇海棠广场 ,3室1厅 ,113.47, 低楼层
深圳路，紫荆苑，多层3楼，装修好的,85,8253,紫荆苑 ,2室2厅 ,103, 中楼层
帝景豪庭 淮阴区大润发旁 交通便利 配套齐全,80,12308,世邦帝景豪庭 ,3室2厅 ,65, 低楼层
世纪苑 北京东路利群商圈 交通便利 生活方便,106,11778,世纪苑 ,2室2厅 ,90, 中楼层
品质小区，电梯洋房顶楼带阁楼，精装，满两年，有车库,125,13327,学府名门 ,3室2厅 ,93.8, 高楼层
迎宾花园小区4楼 两室朝阳 带车库,70,8772,迎宾花园小区 ,2室1厅 ,79.8, 中楼层
"：
此房满2年，南北通格局，采光充足，配套完善",145,10172,御东学府 ,3室3厅 ,142.55, 高楼层
锦绣山阳 精装3房 老证税少 拎包入住 精装超大阁楼,132.8,9035,锦绣山阳 ,3室2厅 ,147, 高楼层
此房楼层好，视野开阔，采光刺眼，配套齐,95,10440,盛世名门 ,2室1厅 ,91, 高楼层
万达广场一期住宅  小区生活方便   交通便利,130,9864,万达广场一期住宅 ,3室2厅 ,131.8, 低楼层
书院名居 毛坯三房 楼层好 采光佳,83,7762,书院名居 ,3室2厅 ,106.94, 低楼层
淮托宿舍   好楼层   采光无限   方型方正,93.5,12467,淮拖宿舍 ,3室1厅 ,75, 中楼层
金地商圈 丽都花苑大三房 好楼层 采光好,80,7828,丽都花苑 ,3室2厅 ,102.2, 中楼层
通胜花园 小营转盘旁 交通便利 配套齐全 生活便利,105,9342,通胜花园 ,3室2厅 ,112.4, 中楼层
瑞元经典  精装修三房   采光好 无遮挡,118,8940,瑞元经典 ,3室2厅 ,132, 中楼层
电信北院精装修多层 实用面积大 采光好,185,17755,电信北院 ,4室2厅 ,104.2, 中楼层
金地广场  阳光广场楼层好，采光充足，设施全,125,9382,阳光广场 ,3室2厅 ,133.24, 低楼层
中交香槟国际，四室两厅一厨两卫毛坯房，诚心出售，,118.8,8367,中交香槟国际 ,4室2厅 ,142, 高楼层
樱花小区精装修多层大面积加轿车库,120,9449,樱花小区 ,3室2厅 ,127, 高楼层
多瑙河小区，采光好视野开阔交通方便,90,8572,多瑙河国际公寓 ,4室2厅 ,105, 高楼层
华谊星河  地理位置优越 设施配套齐全 拎包入住,92.8,10346,華誼星河 ,2室2厅 ,89.7, 低楼层
书香门第 4室3厅 65万,65,9028,书香门第 ,4室3厅 ,72, 高楼层
永兴上御 正规小区全明双南采光好房型佳得房率高,78,5987,永兴上御 ,3室2厅 ,130.3, 高楼层
涟洲花园 品质小区 精装3室 紧靠公园 大润发 生活便利,75,6466,涟洲花园 ,3室2厅 ,116, 高楼层
府前御景园   成熟小区  靠 大润发   五岛公园,70,6667,府前御景园 ,3室2厅 ,105, 高楼层
涟洲花园 精装3室 通 透户型 有独立产权的门面车库,110,8245,涟洲花园 ,3室2厅 ,133.42, 中楼层
中央城 3室2厅 77.5万,77.5,7340,中央城 ,3室2厅 ,105.6, 高楼层
清华苑  精装2室  满五唯一 有车库  可念书,58,6905,清华苑(涟水县) ,2室2厅 ,84, 高楼层
金城  名  门   简单装修   房主急售   看房提前联系,62,4770,金城名门 ,3室2厅 ,130, 高楼层
涟洲花园 楼层好 位置佳 主卧客厅朝南 有汽车库,85,8033,涟洲花园 ,2室2厅 ,105.82, 中楼层
一楼精装三房，家具家电齐全，拎包入住，户型通风好，,65,6843,南浦佳园 ,3室2厅 ,95, 低楼层
金色华府  品 质楼盘  高 端社区  紧 邻广场 看房方便,75,6207,金色华府 ,3室2厅 ,120.85, 低楼层
桃园小区 多层二楼 134平方四房 简装有车库全款交付,69,5123,桃园小区 ,4室2厅 ,134.7, 中楼层
涟洲花园  品质小区  繁华地段   交通便利,69.6,6534,府前御景园 ,3室2厅 ,106.52, 高楼层
涟洲花园   精装3室   有阁楼  有阳光房,78,6407,涟洲花园 ,3室2厅 ,121.76, 高楼层
府前御景园 品 质楼盘 高 端社区 紧 邻广场  有车库,68,6072,府前御景园 ,3室2厅 ,112, 高楼层
清华苑   精装修   飞机户型 满 五唯一   有小车库,73,6277,清华苑(涟水县) ,3室2厅 ,116.31, 高楼层
永和家园婚装未入住家电家具齐全 有车库,85,7871,永和家园 ,3室2厅 ,108, 高楼层
黄河花园十七地块  采光充足 无遮挡,78,8864,黄河花园十七地块 ,3室1厅 ,88, 高楼层
东昇花园两室朝阳 采光充足 无遮挡,73,9734,东昇花园(北京东路) ,2室2厅 ,75, 中楼层
中恒国际 精装修 有公共车库 基本未住 业主诚心出售,79.8,5877,中恒国际新城D区 ,3室2厅 ,135.8, 中楼层
幸福家园  精装3房   带大平台  有车库 靠 安东学 校,75,6199,幸福家园(涟水县) ,3室2厅 ,121, 低楼层
房子户型方正，生活设施齐全，看房方便,148,15258,富淮小区 ,3室2厅 ,97, 高楼层
宙辉国际精装修两房，房主诚心出售。,96,10106,宙辉国际花园 ,2室2厅 ,95, 中楼层
